family,trace_dir,model,response_model,policy,variant,budget_CU,run_index,started_utc,finished_utc,steps,spent_CU,winner,winner_correct,pair_decision_correct,reachability_correct,full_decision_correct,CU_to_first_correct_winner,CU_to_stable_correct_winner,CU_to_full_decision,unnecessary_CU_fraction,decision_regret_USD_t,break_even_estimate,break_even_rel_error,action_errors,infra_retries,malformed_turns,tokens_prompt,tokens_completion,why_stop,narrow_window_built,failure_taxonomy,error_kinds,n_api_requests,ran_backward,ran_reachability,phase
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.4-mini-2026-03-17\traces\anonymous\E_llm_agent_anonymous_B175_r19_c1_20260910T033901Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,175.0,19,20260910T033901Z,2026-09-10T03:39:06.787014+00:00,9,155.0,,0,0,0,0,,,,0.1870967741935484,inf,,,4,0,0,17028,421,budget_exhausted (3 consecutive unaffordable actions),0,no_winner,"{""INSPECT_CANDIDATES: invalid/undeclared argument"": 1, ""OPTIMIZE_PROCESS: unaffordable (BudgetExceeded)"": 3}",4,0,0,B
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.4-mini-2026-03-17\traces\anonymous\E_llm_agent_anonymous_B225_r0_c1_20260910T033227Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,225.0,0,20260910T033227Z,2026-09-10T03:33:11.005393+00:00,12,216.0,Fe,1,1,1,1,140.0,140.0,216.0,0.13425925925925927,0.0,201.2234429878986,9.887116682761115e-16,4,0,2,99975,5794,"agent STOP: Stopping because the lowest-cost feasible candidate is identified, the highest-activity candidate has been parity-tested and classified unreachable, and the remaining unresolved candidate is not worth further compute under the remaining budget.",0,full,"{""INSPECT_CANDIDATES: invalid/undeclared argument"": 2, ""OPTIMIZE_PROCESS: invalid/undeclared argument"": 1, ""CHECK_MODEL_VALIDITY: unaffordable (BudgetExceeded)"": 1}",14,1,1,B
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.4-mini-2026-03-17\traces\anonymous\E_llm_agent_anonymous_B225_r1_c1_20260910T033313Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,225.0,1,20260910T033313Z,2026-09-10T03:33:44.843814+00:00,8,198.0,Fe,1,0,0,0,169.0,169.0,,0.29292929292929293,0.0,,,2,0,4,79609,4419,"agent STOP: No admissible nonzero-cost optimization remains within budget, and the best current feasible candidate is candidate_13.",0,pair_unresolved (decision pair not both optimized / wrong order),"{""INSPECT_CANDIDATES: invalid/undeclared argument"": 1, ""OPTIMIZE_PROCESS: unaffordable (BudgetExceeded)"": 1}",12,0,0,B
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.4-mini-2026-03-17\traces\anonymous\E_llm_agent_anonymous_B225_r2_c1_20260910T033347Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,225.0,2,20260910T033347Z,2026-09-10T03:34:02.298823+00:00,14,206.0,Fe,1,0,0,0,146.0,146.0,,0.2815533980582524,0.0,,,4,0,0,37386,1060,agent STOP: ,1,pair_unresolved (decision pair not both optimized / wrong order),"{""INSPECT_CANDIDATES: invalid/undeclared argument"": 1, ""OPTIMIZE_PROCESS: unaffordable (BudgetExceeded)"": 2, ""BACKWARD: precondition (e.g. BACKWARD before optimization)"": 1}",7,0,1,B
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.4-mini-2026-03-17\traces\anonymous\E_llm_agent_anonymous_B225_r3_c1_20260910T033405Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,225.0,3,20260910T033405Z,2026-09-10T03:34:15.146152+00:00,8,198.0,,0,0,0,0,,,,0.4393939393939394,inf,,,3,0,0,13158,1316,budget_exhausted (3 consecutive unaffordable actions),0,no_winner,"{""OPTIMIZE_PROCESS: unaffordable (BudgetExceeded)"": 3}",3,0,0,B
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.4-mini-2026-03-17\traces\anonymous\E_llm_agent_anonymous_B225_r4_c1_20260910T033417Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,225.0,4,20260910T033417Z,2026-09-10T03:34:42.888877+00:00,10,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,1,0,0,64894,3246,"agent STOP: Stopping rule satisfied: a feasible optimized incumbent exists (S1), all candidates are now resolved by optimization/screening (S2), and the highest-activity candidate has been compared against the industrial winner with both BACKWARD and TEST_REACHABILITY executed (S3).",0,full,"{""INSPECT_CANDIDATES: invalid/undeclared argument"": 1}",10,1,1,B
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.4-mini-2026-03-17\traces\anonymous\E_llm_agent_anonymous_B225_r5_c1_20260910T033446Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,225.0,5,20260910T033446Z,2026-09-10T03:35:06.439890+00:00,7,198.0,Fe,1,0,0,0,140.0,140.0,,0.29292929292929293,0.0,,,2,0,0,33331,2862,"agent STOP: No affordable action remained that could plausibly change the industrial choice; budget was below the cost of another optimization, and the only checked challengers were infeasible.",0,pair_unresolved (decision pair not both optimized / wrong order),"{""INSPECT_CANDIDATES: invalid/undeclared argument"": 1, ""OPTIMIZE_PROCESS: unaffordable (BudgetExceeded)"": 1}",7,0,0,B
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.4-mini-2026-03-17\traces\anonymous\E_llm_agent_anonymous_B225_r6_c1_20260910T033509Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,225.0,6,20260910T033509Z,2026-09-10T03:35:38.219393+00:00,10,204.0,Fe,1,0,0,0,146.0,146.0,,0.28431372549019607,0.0,,,3,0,1,71588,3952,"agent STOP: Budget remaining is insufficient to optimize candidate_15, so the required parity/reachability classification cannot be completed; the feasible winner is already identified and stable.",0,pair_unresolved (decision pair not both optimized / wrong order),"{""INSPECT_CANDIDATES: invalid/undeclared argument"": 1, ""BACKWARD: precondition (e.g. BACKWARD before optimization)"": 1, ""OPTIMIZE_PROCESS: unaffordable (BudgetExceeded)"": 1}",11,0,0,B
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.4-mini-2026-03-17\traces\anonymous\E_llm_agent_anonymous_B225_r7_c1_20260910T033540Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,225.0,7,20260910T033540Z,2026-09-10T03:35:48.031843+00:00,10,204.0,Fe,1,0,0,0,146.0,146.0,,0.28431372549019607,0.0,,,3,0,0,12841,291,budget_exhausted (3 consecutive unaffordable actions),0,pair_unresolved (decision pair not both optimized / wrong order),"{""OPTIMIZE_PROCESS: unaffordable (BudgetExceeded)"": 3}",3,0,0,B
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.4-mini-2026-03-17\traces\anonymous\E_llm_agent_anonymous_B225_r8_c1_20260910T033550Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,225.0,8,20260910T033550Z,2026-09-10T03:36:01.358816+00:00,8,198.0,,0,0,0,0,,,,0.4393939393939394,inf,,,3,0,0,13077,1537,budget_exhausted (3 consecutive unaffordable actions),0,no_winner,"{""OPTIMIZE_PROCESS: unaffordable (BudgetExceeded)"": 3}",3,0,0,B
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.4-mini-2026-03-17\traces\anonymous\E_llm_agent_anonymous_B225_r9_c1_20260910T033603Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,225.0,9,20260910T033603Z,2026-09-10T03:36:32.329104+00:00,9,187.0,Fe,1,1,1,1,155.0,155.0,187.0,0.0,0.0,201.2234429878986,9.887116682761115e-16,1,0,0,50080,3919,"agent STOP: Stopping rule S1 is satisfied because a feasible lowest-cost candidate exists. S3 is satisfied because the highest-activity candidate differs from the cost winner and both BACKWARD and TEST_REACHABILITY were executed, yielding a classification. Further optimization of candidate_05 has low expected d",0,full,"{""TEST_REACHABILITY: invalid/undeclared argument"": 1}",8,1,1,B
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.4-mini-2026-03-17\traces\anonymous\E_llm_agent_anonymous_B225_r10_c1_20260910T033634Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,225.0,10,20260910T033634Z,2026-09-10T03:37:10.039979+00:00,12,218.0,Fe,1,1,1,1,184.0,184.0,189.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,2,0,1,92317,4865,"agent STOP: Stopping rule satisfied: feasible winner identified, all candidates resolved or screened, and parity/reachability classified for the highest-activity candidate.",0,full,"{""INSPECT_CANDIDATES: invalid/undeclared argument"": 2}",13,1,1,B
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.4-mini-2026-03-17\traces\anonymous\E_llm_agent_anonymous_B225_r11_c1_20260910T033712Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,225.0,11,20260910T033712Z,2026-09-10T03:37:18.737985+00:00,11,213.0,,0,0,0,0,,,,0.4084507042253521,inf,,,4,0,0,17028,451,budget_exhausted (3 consecutive unaffordable actions),1,no_winner,"{""INSPECT_CANDIDATES: invalid/undeclared argument"": 1, ""OPTIMIZE_PROCESS: unaffordable (BudgetExceeded)"": 3}",4,0,0,B
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.4-mini-2026-03-17\traces\anonymous\E_llm_agent_anonymous_B225_r12_c1_20260910T033721Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,225.0,12,20260910T033721Z,2026-09-10T03:37:55.716643+00:00,11,217.0,Fe,1,1,1,1,155.0,155.0,189.0,0.0,0.0,201.2234429878986,9.887116682761115e-16,1,0,2,93168,4759,"agent STOP: Stopping rule satisfied: a feasible optimized incumbent exists, all candidates are resolved by optimization or exact screening, and the highest-activity candidate has been paired and classified for reachability. No remaining affordable action has meaningful expected decision value for changing the i",1,full,"{""INSPECT_CANDIDATES: invalid/undeclared argument"": 1}",13,1,1,B
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.4-mini-2026-03-17\traces\anonymous\E_llm_agent_anonymous_B225_r13_c1_20260910T033758Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,225.0,13,20260910T033758Z,2026-09-10T03:38:10.077420+00:00,11,213.0,Fe,1,0,0,0,213.0,213.0,,0.27230046948356806,0.0,,,5,0,0,28834,1085,budget_exhausted (3 consecutive unaffordable actions),0,pair_unresolved (decision pair not both optimized / wrong order),"{""INSPECT_CANDIDATES: invalid/undeclared argument"": 1, ""OPTIMIZE_PROCESS: precondition (e.g. BACKWARD before optimization)"": 1, ""OPTIMIZE_PROCESS: unaffordable (BudgetExceeded)"": 3}",6,0,0,B
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.4-mini-2026-03-17\traces\anonymous\E_llm_agent_anonymous_B225_r14_c1_20260910T033812Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,225.0,14,20260910T033812Z,2026-09-10T03:38:18.633165+00:00,10,204.0,,0,0,0,0,,,,0.4264705882352941,inf,,,3,0,0,12600,291,budget_exhausted (3 consecutive unaffordable actions),0,no_winner,"{""OPTIMIZE_PROCESS: unaffordable (BudgetExceeded)"": 3}",3,0,0,B
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.4-mini-2026-03-17\traces\anonymous\E_llm_agent_anonymous_B225_r15_c1_20260910T033820Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,225.0,15,20260910T033820Z,2026-09-10T03:38:52.532625+00:00,10,218.0,Fe,1,1,1,1,155.0,155.0,189.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,1,0,1,68366,4459,agent STOP: Stopping rule satisfied; no further computation can change the industrial decision.,0,full,"{""INSPECT_CANDIDATES: invalid/undeclared argument"": 1}",10,1,1,B
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.4-mini-2026-03-17\traces\anonymous\E_llm_agent_anonymous_B225_r16_c1_20260910T033854Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,225.0,16,20260910T033854Z,2026-09-10T03:39:23.703154+00:00,8,214.0,Fe,1,1,0,0,184.0,184.0,,0.13551401869158877,0.0,201.2234429878986,9.887116682761115e-16,1,0,1,51525,3800,"agent STOP: The feasible industrial winner is identified and the optimized candidate set is complete, so the industrial decision is stable. The only missing item is the formal reachability classification for candidate_04; however, candidate_13 remains clearly cheaper than candidate_04, and no unresolved candida",0,reachability_missing: TEST_REACHABILITY never classified [agent STOP],"{""INSPECT_CANDIDATES: invalid/undeclared argument"": 1}",9,1,0,B
